1	0
2	0
3	0
4	0
5	0
11	0
65	0
151	0
187	0
247	0
279	0
286	0
298	0
304	0
362	0
453	0
588	0
603	0
630	0
703	0
908	0
933	0
949	0
991	0
1091	0
1134	0
1209	0
1291	0
1312	0
1382	0
1472	0
1473	0
1493	0
1670	0
1727	0
1733	0
1855	0
1873	0
1897	0
1980	0
2063	0
2120	0
2413	0
2435	0
2492	0
2542	0
2584	0
2625	0
2662	0
2720	0
2757	0
2936	0
2986	0
2998	0
3095	0
3098	0
3103	0
3158	0
3159	0
3168	0
3206	0
3257	0
3323	0
3434	0
3487	0
3585	0
3681	0
3694	0
3709	0
3752	0
3754	0
3802	0
3808	0
3818	0
3894	0
3916	0
4045	0
4050	0
4079	0
4293	0
4389	0
4431	0
4688	0
4736	0
4772	0
4884	0
4939	0
4981	0
5034	0
5043	0
5083	0
5087	0
5120	0
5125	0
5183	0
5369	0
5486	0
5552	0
5589	0
5604	0
5612	0
5614	0
5637	0
5662	0
5672	0
5725	0
5781	0
5800	0
5820	0
5863	0
5892	0
5981	0
6007	0
6033	0
6137	0
6217	0
6263	0
6282	0
6304	0
6312	0
6367	0
6524	0
6568	0
6644	0
6677	0
6701	0
6797	0
6802	0
6936	0
6951	0
6980	0
7015	0
7021	0
7039	0
7054	0
7141	0
7189	0
7240	0
7280	0
7328	0
7377	0
7444	0
7445	0
7610	0
7616	0
7622	0
7654	0
7699	0
7703	0
7718	0
7759	0
7795	0
7904	0
7923	0
7941	0
7986	0
8000	0
8027	0
8059	0
8067	0
8109	0
8113	0
8146	0
8188	0
8205	0
8228	0
8232	0
8241	0
8252	0
8307	0
8322	0
8360	0
8367	0
8377	0
8420	0
8445	0
8462	0
8544	0
8705	0
8720	0
8841	0
8842	0
8943	0
8959	0
8990	0
9219	0
9271	0
9303	0
9315	0
9320	0
9341	0
9419	0
9435	0
9471	0
9570	0
9633	0
9695	0
9700	0
9761	0
9772	0
9895	0
9902	0
9990	0
6	1
7	1
8	1
9	1
10	1
145	1
181	1
233	1
253	1
276	1
281	1
317	1
349	1
397	1
493	1
524	1
551	1
553	1
574	1
631	1
643	1
688	1
694	1
728	1
760	1
768	1
782	1
854	1
862	1
884	1
898	1
907	1
1019	1
