Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap
4256,327129,139687,0.427009,0.0911683,0.854018,93721,3.99311,9.35136
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617
130,3463,2505,0.723361,0.261626,1.44672,479,1.04098,1.43908
42,899,809,0.899889,0.4049,1.79978,45,0.362675,0.403022
1000,55217,25715,0.465708,0.108442,0.931416,14751,3.11066,6.67942
4,37,31,0.837838,0.350986,1.67568,3,0.474749,0.566635
50,1071,925,0.863679,0.372971,1.72736,73,0.481817,0.557866
46,1065,967,0.907981,0.412215,1.81596,49,0.351817,0.387472
349,11857,7365,0.621152,0.192915,1.2423,2246,1.57965,2.5431
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
425,17075,11779,0.689839,0.237939,1.37968,2648,1.47212,2.13401
2950,307920,116350,0.377858,0.0713883,0.755716,95785,5.91598,15.6566
228,6405,5025,0.784543,0.307754,1.56909,690,0.795021,1.01335
193,5312,3898,0.73381,0.269239,1.46762,707,0.983323,1.34002
629,39098,23258,0.594864,0.176932,1.18973,7920,2.74193,4.60934
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
73,1525,1119,0.73377,0.26921,1.46754,203,0.873496,1.19042
65,1075,907,0.843721,0.355933,1.68744,84,0.426249,0.505202
89,1566,1158,0.739464,0.273403,1.47893,204,0.717398,0.970159
172,4120,2768,0.671845,0.225688,1.34369,676,1.0872,1.61823
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
272,9724,6118,0.629165,0.197924,1.25833,1803,1.6622,2.64192
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
3,12,6,0.5,0.125,1.0,3,0.897712,1.79542
56,1411,1295,0.917789,0.421168,1.83558,58,0.328815,0.358269
1454,118870,50742,0.42687,0.0911089,0.853739,34064,4.61624,10.8142
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
46,702,592,0.843305,0.355582,1.68661,55,0.419976,0.498012
395,12564,7432,0.591531,0.174955,1.18306,2566,1.58476,2.67909
4933,364425,92761,0.254541,0.0323955,0.509081,135832,4.95097,19.4506
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
13,130,102,0.784615,0.307811,1.56923,14,0.508637,0.648263
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
45,657,565,0.85997,0.369774,1.71994,46,0.362718,0.42178
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
277,10194,7288,0.71493,0.255563,1.42986,1453,1.30863,1.83043
2037,136134,61528,0.451966,0.102137,0.903933,37303,3.56697,7.89211
246,6576,4088,0.621655,0.193227,1.24331,1244,1.32448,2.13058
8610,1595478,890208,0.557957,0.155658,1.11591,352635,6.6028,11.8339
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
62,1061,843,0.794533,0.315642,1.58907,109,0.580962,0.731199
6169,535283,233937,0.437034,0.0954995,0.874068,150673,4.26357,9.75569
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
4,29,23,0.793103,0.314507,1.58621,3,0.507744,0.640199
314,10834,6052,0.558612,0.156024,1.11722,2391,1.88723,3.37843
467,14895,9249,0.620947,0.192787,1.24189,2823,1.44857,2.33284
568,15986,10724,0.670837,0.225011,1.34167,2631,1.10188,1.64254
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692
302,10758,7484,0.695668,0.241977,1.39134,1637,1.34445,1.93261
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
43,782,694,0.887468,0.3938,1.77494,44,0.353607,0.398445
49,791,687,0.868521,0.377164,1.73704,52,0.3661,0.421522
416,11729,6975,0.59468,0.176822,1.18936,2377,1.40416,2.3612
96,2584,2228,0.862229,0.37172,1.72446,178,0.543352,0.630171
4,70,64,0.914286,0.417959,1.82857,3,0.40513,0.443111
123,2201,1667,0.757383,0.286815,1.51477,267,0.649372,0.857389
53,1711,1575,0.920514,0.423673,1.84103,68,0.396789,0.431051
294,10313,7181,0.696306,0.242421,1.39261,1566,1.32718,1.90603
591,15347,10509,0.684759,0.234448,1.36952,2419,0.977786,1.42793
7412,559497,198051,0.35398,0.0626511,0.707961,180723,4.24206,11.9839
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
51,1364,1258,0.922287,0.425307,1.84457,53,0.331474,0.359404
83,1430,1118,0.781818,0.30562,1.56364,156,0.595606,0.761822
222,7911,5733,0.724687,0.262586,1.44937,1089,1.25835,1.7364
86,2674,2474,0.925206,0.428003,1.85041,100,0.339271,0.366698
1378,82444,42780,0.518898,0.134627,1.0378,19832,2.92746,5.64169
105,2240,1688,0.753571,0.283935,1.50714,276,0.784545,1.0411
2,86,84,0.976744,0.477015,1.95349,1,0.257796,0.263934
103,3250,2408,0.740923,0.274484,1.48185,421,1.16383,1.57078
43,1258,1162,0.923688,0.4266,1.84738,48,0.360087,0.389836
610,22367,17521,0.783342,0.306812,1.56668,2423,0.913212,1.16579
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
250,7479,4521,0.604493,0.182706,1.20899,1479,1.52714,2.52632
97,1684,1320,0.783848,0.307209,1.5677,182,0.581506,0.741861
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
3788,262354,116548,0.444239,0.0986744,0.888479,72903,3.55161,7.99481
312,13087,9403,0.718499,0.258121,1.437,1842,1.43406,1.99591
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
245,14044,7860,0.55967,0.156615,1.11934,3092,3.04288,5.43692
74,3299,3071,0.930888,0.433276,1.86178,114,0.437838,0.470345
273,6979,4367,0.625734,0.195772,1.25147,1306,1.24455,1.98895
56,1673,1547,0.924686,0.427522,1.84937,63,0.348972,0.377395
1956,160751,59605,0.370791,0.0687429,0.741582,50573,4.9663,13.3938
2224,176570,99356,0.5627,0.158316,1.1254,38607,3.30847,5.87963
73,1345,959,0.713011,0.254192,1.42602,193,0.844934,1.18502
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
228,5614,4070,0.724973,0.262793,1.44995,772,0.903081,1.24567
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
156,3363,2653,0.788879,0.311165,1.57776,355,0.645232,0.81791
3,79,75,0.949367,0.450649,1.89873,2,0.350307,0.368991
2,50,48,0.96,0.4608,1.92,1,0.292814,0.305014
423,23618,12732,0.53908,0.145304,1.07816,5443,2.94234,5.45807
4,44,38,0.863636,0.372934,1.72727,3,0.453662,0.525293
216,4432,3218,0.726083,0.263598,1.45217,607,0.770611,1.06133
738,31152,16194,0.519838,0.135116,1.03968,7479,2.25529,4.33845
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
42,618,516,0.834951,0.348572,1.6699,51,0.434964,0.520946
3,32,26,0.8125,0.330078,1.625,3,0.658539,0.810509
850,59653,34283,0.574707,0.165144,1.14941,12685,3.12493,5.43743
7604,937105,516871,0.551561,0.15211,1.10312,210117,4.62716,8.3892
99,1542,1318,0.854734,0.365285,1.70947,112,0.354825,0.41513
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
82,1039,773,0.743985,0.276757,1.48797,133,0.537598,0.722593
340,12756,9372,0.734713,0.269902,1.46943,1692,1.21207,1.64972
413,15664,9908,0.632533,0.200049,1.26507,2878,1.66118,2.62623
53,836,712,0.851675,0.362675,1.70335,62,0.400247,0.469953
3,16,10,0.625,0.195312,1.25,3,0.812712,1.30034
50,860,710,0.825581,0.340792,1.65116,75,0.511073,0.619046
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
52,1767,1641,0.928693,0.431235,1.85739,63,0.37307,0.401715
61,1996,1716,0.859719,0.369559,1.71944,140,0.6954,0.808868
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
3,61,57,0.934426,0.436576,1.86885,2,0.371943,0.398044
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
3,44,40,0.909091,0.413223,1.81818,2,0.403255,0.443581
371,13013,6633,0.509721,0.129908,1.01944,3190,2.08982,4.09993
4,43,37,0.860465,0.3702,1.72093,3,0.456356,0.53036
3,82,78,0.95122,0.452409,1.90244,2,0.347389,0.365204
56,946,820,0.866808,0.375678,1.73362,63,0.37798,0.43606
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
306,17421,9285,0.532977,0.142032,1.06595,4068,3.13459,5.88129
160,4463,3481,0.779969,0.304176,1.55994,491,0.840817,1.07801
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
291,11762,8802,0.748342,0.280008,1.49668,1480,1.24945,1.66962
165,5687,4029,0.708458,0.250956,1.41692,829,1.33803,1.88865
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634
3,13,7,0.538462,0.14497,1.07692,3,0.872503,1.62036
468,21262,15696,0.738218,0.272483,1.47644,2783,1.3741,1.86137
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
208,5654,4336,0.766891,0.294061,1.53378,659,0.844324,1.10097
201,4274,3058,0.715489,0.255962,1.43098,608,0.833084,1.16436
4,19,11,0.578947,0.16759,1.15789,4,0.768622,1.32762
242,4888,3552,0.726678,0.26403,1.45336,668,0.748215,1.02964
901,49199,28501,0.5793,0.167794,1.1586,10349,2.44804,4.22586
61,2090,1966,0.94067,0.44243,1.88134,62,0.30611,0.325417
3,37,33,0.891892,0.397736,1.78378,2,0.421999,0.47315
93,1602,1252,0.781523,0.305389,1.56305,175,0.587132,0.751267
98,3055,1845,0.603928,0.182365,1.20786,605,1.77136,2.93307
3,44,40,0.909091,0.413223,1.81818,2,0.403255,0.443581
3,12,8,0.666667,0.222222,1.33333,2,0.598474,0.897712
54,1823,1705,0.935272,0.437366,1.87054,59,0.335046,0.358234
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
36,806,688,0.853598,0.364315,1.7072,59,0.563798,0.660496
48,831,713,0.858002,0.368084,1.716,59,0.42093,0.490593
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
4,98,92,0.938776,0.44065,1.87755,3,0.37582,0.40033
402,11598,7990,0.688912,0.2373,1.37782,1804,1.10411,1.60268
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904
4,33,27,0.818182,0.334711,1.63636,3,0.489723,0.59855
59,994,798,0.802817,0.322257,1.60563,98,0.554074,0.690163
51,1611,1491,0.925512,0.428286,1.85102,60,0.366803,0.396324
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
171,3660,2818,0.769945,0.296408,1.53989,421,0.690871,0.897299
160,4099,2953,0.72042,0.259502,1.44084,573,0.991272,1.37596
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
3,86,80,0.930233,0.432666,1.86047,3,0.515592,0.554261
3,11,5,0.454545,0.103306,0.909091,3,0.926628,2.03858
75,1320,1048,0.793939,0.31517,1.58788,136,0.581028,0.73183
3,49,45,0.918367,0.421699,1.83673,2,0.392395,0.427274
1355,64361,33475,0.520113,0.135259,1.04023,15443,2.37012,4.55694
63,1795,1585,0.883008,0.389852,1.76602,105,0.512142,0.579997
77,1224,974,0.795752,0.31661,1.5915,125,0.525682,0.66061
1786,142213,52693,0.370522,0.0686432,0.741043,44760,4.86355,13.1262
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
2,43,41,0.953488,0.45457,1.90698,1,0.304238,0.319078
3,77,73,0.948052,0.449401,1.8961,2,0.352343,0.37165
40,1105,1021,0.923982,0.426871,1.84796,42,0.344969,0.37335
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,75,73,0.973333,0.473689,1.94667,1,0.265842,0.273126
56,809,691,0.854141,0.364778,1.70828,59,0.362241,0.424099
277,12670,8862,0.699448,0.244613,1.3989,1904,1.67535,2.39525
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
3,91,87,0.956044,0.45701,1.91209,2,0.33948,0.355088
223,6527,4455,0.682549,0.232937,1.3651,1036,1.21783,1.78423
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346
180,4783,3349,0.700188,0.245132,1.40038,717,1.08249,1.546
213,6444,4764,0.739292,0.273277,1.47858,840,1.03529,1.40038
3,31,27,0.870968,0.379292,1.74194,2,0.442924,0.508542
80,1454,1114,0.766162,0.293502,1.53232,170,0.67186,0.876916
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
144,2979,2275,0.763679,0.291603,1.52736,352,0.703596,0.921324
64,2212,2080,0.940325,0.442106,1.88065,66,0.308298,0.327863
46,815,707,0.867485,0.376265,1.73497,54,0.403172,0.46476
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
320,9797,7029,0.717465,0.257378,1.43493,1384,1.08365,1.51039
47,1662,1556,0.936221,0.438255,1.87244,53,0.350108,0.373958
55,864,740,0.856481,0.36678,1.71296,62,0.383816,0.448131
2,72,70,0.972222,0.472608,1.94444,1,0.268338,0.276005
3519,284023,118619,0.417639,0.087211,0.835277,82702,4.30956,10.3189
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714
571,31406,14748,0.469592,0.110258,0.939184,8329,3.24363,6.90734
3,20,16,0.8,0.32,1.6,2,0.504203,0.630253
169,4828,3882,0.80406,0.323256,1.60812,473,0.759752,0.944895
107,2160,1640,0.759259,0.288237,1.51852,260,0.728683,0.959729
3,39,35,0.897436,0.402696,1.79487,2,0.416131,0.463689
215,5810,3906,0.672289,0.225986,1.34458,952,1.1763,1.7497
855,24701,17363,0.702927,0.247053,1.40585,3669,0.976893,1.38975
4,27,21,0.777778,0.302469,1.55556,3,0.518257,0.666331
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
3,38,34,0.894737,0.400277,1.78947,2,0.419007,0.468302
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
720,36915,22303,0.604172,0.182512,1.20834,7306,2.22175,3.67735
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
102,2284,1910,0.836252,0.349659,1.6725,187,0.545816,0.652693
102,1844,1356,0.735358,0.270376,1.47072,244,0.732443,0.996036
139,2962,2270,0.766374,0.293665,1.53275,346,0.716993,0.935566
5,65,57,0.876923,0.384497,1.75385,4,0.439671,0.501379
77,3465,2563,0.739683,0.273565,1.47937,451,1.65464,2.23696
56,1619,1453,0.897468,0.402724,1.79494,83,0.461797,0.514555
757,63872,51238,0.802198,0.321761,1.6044,6317,1.73657,2.16477
88,1991,1519,0.762933,0.291034,1.52587,236,0.812847,1.06542
37,1221,1127,0.923014,0.425977,1.84603,47,0.411481,0.445801
122,3019,2511,0.831732,0.345889,1.66346,254,0.598265,0.7193
2,3,1,0.333333,0.0555556,0.666667,1,0.830482,2.49145
894,26094,15264,0.584962,0.17109,1.16992,5415,1.37144,2.3445
3,7,3,0.428571,0.0918367,0.857143,2,0.738206,1.72248
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357
52,1280,1172,0.915625,0.419185,1.83125,54,0.334174,0.364968
126,6201,5025,0.810353,0.328336,1.62071,588,1.23049,1.51846
94,1552,1260,0.811856,0.329555,1.62371,146,0.486715,0.599509
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
39,1162,1054,0.907057,0.411376,1.81411,54,0.451665,0.497946
4,30,22,0.733333,0.268889,1.46667,4,0.670528,0.914357
102,2103,1663,0.790775,0.312663,1.58155,220,0.649062,0.820792
24,210,162,0.771429,0.297551,1.54286,24,0.43024,0.557719
139,5370,4292,0.799255,0.319404,1.59851,539,1.03958,1.30069
50,1714,1606,0.936989,0.438975,1.87398,54,0.333924,0.35638
53,1204,1074,0.892027,0.397856,1.78405,65,0.398059,0.446241
51,1141,1037,0.908852,0.413006,1.8177,52,0.33346,0.366902
34,1339,1271,0.949216,0.450505,1.89843,34,0.319785,0.336893
3,12,8,0.666667,0.222222,1.33333,2,0.598474,0.897712
3,42,38,0.904762,0.409297,1.80952,2,0.40813,0.451091
591,34986,20438,0.584177,0.170631,1.16835,7274,2.70867,4.63674
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
4,93,85,0.913978,0.417678,1.82796,4,0.50681,0.554509
134,2251,1799,0.7992,0.319361,1.5984,226,0.503067,0.629463
1715,73923,43371,0.586705,0.172111,1.17341,15276,1.82947,3.11821
1698,92575,62139,0.671229,0.225274,1.34246,15218,1.80455,2.68843
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
992,51973,28541,0.549151,0.150783,1.0983,11716,2.50446,4.5606
55,2266,2146,0.947043,0.448445,1.89409,60,0.325115,0.343295
50,481,345,0.717256,0.257228,1.43451,68,0.506886,0.706702
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
62,2392,2222,0.92893,0.431455,1.85786,85,0.405739,0.436781
147,3497,2417,0.691164,0.238854,1.38233,540,1.03658,1.49977
490,22749,14997,0.659238,0.217297,1.31848,3876,1.81552,2.75397
95,2627,2237,0.851542,0.362562,1.70308,195,0.60025,0.704898
1519,130852,42544,0.325131,0.052855,0.650261,44154,5.68087,17.4726
6038,413130,161330,0.390507,0.0762477,0.781013,125900,3.71278,9.50759
47,1318,1184,0.898331,0.403499,1.79666,67,0.456865,0.508571
5,44,30,0.681818,0.232438,1.36364,7,0.846836,1.24203
47,1501,1369,0.912059,0.415925,1.82412,66,0.442053,0.484676
709,21855,13051,0.597163,0.178302,1.19433,4402,1.43073,2.39587
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
55,1002,848,0.846307,0.358118,1.69261,77,0.466464,0.551176
53,913,753,0.824754,0.340109,1.64951,80,0.509781,0.618101
212,5886,4248,0.721713,0.260434,1.44343,819,1.02475,1.41989
416,11668,8380,0.718204,0.257908,1.43641,1644,0.971697,1.35295
3,127,123,0.968504,0.469,1.93701,2,0.316374,0.326663
252,5662,3820,0.674673,0.227592,1.34935,921,0.973812,1.44338
47,729,589,0.807956,0.326397,1.61591,70,0.520152,0.643787
116,2250,1530,0.68,0.2312,1.36,360,0.925746,1.36139
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
93,2085,1727,0.828297,0.343038,1.65659,179,0.579858,0.70006
4,32,26,0.8125,0.330078,1.625,3,0.493904,0.607882
185,5863,3839,0.654784,0.214371,1.30957,1012,1.4517,2.21706
148,6215,5481,0.881899,0.388873,1.7638,367,0.653677,0.741215
189,3943,2829,0.717474,0.257384,1.43495,557,0.819561,1.14229
5,16,6,0.375,0.0703125,0.75,5,0.812712,2.16723
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
59,731,503,0.688098,0.23674,1.3762,114,0.674532,0.980284
1005,88495,33379,0.377185,0.0711343,0.75437,27558,5.54302,14.6958
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
3,37,33,0.891892,0.397736,1.78378,2,0.421999,0.47315
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545
5563,635577,298677,0.46993,0.110417,0.939861,168450,5.21791,11.1036
4192,216164,78726,0.364196,0.0663193,0.728391,68719,3.07283,8.43731
56,1371,1217,0.887673,0.393982,1.77535,77,0.438267,0.493726
141,3654,2966,0.811713,0.329439,1.62343,344,0.684758,0.843596
3,14,8,0.571429,0.163265,1.14286,3,0.850274,1.48798
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
54,2142,2032,0.948646,0.449965,1.89729,55,0.305768,0.32232
53,763,565,0.740498,0.274169,1.481,99,0.647889,0.874937
3,63,59,0.936508,0.438524,1.87302,2,0.369103,0.394127
4,39,33,0.846154,0.357988,1.69231,3,0.468147,0.553265
271,8311,5803,0.698231,0.243763,1.39646,1254,1.18052,1.69073
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
37,1130,1054,0.932743,0.435005,1.86549,38,0.336348,0.360601
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692
43,781,695,0.889885,0.395947,1.77977,43,0.345637,0.388407
3,78,74,0.948718,0.450033,1.89744,2,0.351316,0.370306
55,1187,1055,0.888795,0.394979,1.77759,66,0.390267,0.439097
259,13552,10722,0.791175,0.312979,1.58235,1415,1.32219,1.67117
85,1017,739,0.726647,0.264008,1.45329,139,0.543694,0.748223
41,1248,1158,0.927885,0.430485,1.85577,45,0.354445,0.381993
972,46245,23189,0.501438,0.12572,1.00288,11528,2.54231,5.07005
3602,287493,120935,0.420654,0.0884748,0.841307,83279,4.23553,10.0689
39,1121,1023,0.912578,0.416399,1.82516,49,0.411939,0.451401
5,57,49,0.859649,0.369498,1.7193,4,0.453662,0.527729
4,33,27,0.818182,0.334711,1.63636,3,0.489723,0.59855
971,58123,29599,0.509248,0.129667,1.0185,14262,3.08288,6.0538
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
3,90,86,0.955556,0.456543,1.91111,2,0.340302,0.356131
4,40,34,0.85,0.36125,1.7,3,0.465034,0.547099
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686
4,38,32,0.842105,0.354571,1.68421,3,0.471382,0.559767
42,390,252,0.646154,0.208757,1.29231,69,0.633775,0.980842
51,1488,1382,0.928763,0.431301,1.85753,53,0.327529,0.352651
4,81,75,0.925926,0.428669,1.85185,3,0.391888,0.423239
292,6687,4151,0.620757,0.192669,1.24151,1268,1.1352,1.82873
3,43,39,0.906977,0.411303,1.81395,2,0.40565,0.447255
46,330,46,0.139394,0.00971534,0.278788,142,1.22507,8.78852
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
64,1433,1261,0.879972,0.387175,1.75994,86,0.425702,0.483768
8,37,13,0.351351,0.0617239,0.702703,12,0.949497,2.70241
71,1435,1255,0.874564,0.382431,1.74913,90,0.401503,0.459089
6,111,99,0.891892,0.397736,1.78378,6,0.487991,0.547141
62,893,737,0.825308,0.340567,1.65062,78,0.426269,0.516497
48,1106,978,0.884268,0.390965,1.76854,64,0.437999,0.495324
37,471,379,0.804671,0.323748,1.60934,46,0.464948,0.577811
49,1640,1536,0.936585,0.438596,1.87317,52,0.330074,0.352423
95,1935,1571,0.811886,0.32958,1.62377,182,0.582855,0.717902
2,35,33,0.942857,0.44449,1.88571,1,0.321274,0.340745
151,4927,3865,0.784453,0.307683,1.56891,531,0.952307,1.21398
44,1441,1347,0.934768,0.436895,1.86954,47,0.338143,0.36174
74,608,304,0.5,0.125,1.0,152,0.737643,1.47529
47,1227,1115,0.90872,0.412886,1.81744,56,0.385695,0.424438
209,6535,3997,0.61163,0.187045,1.22326,1269,1.59142,2.60194
119,1975,1473,0.745823,0.278126,1.49165,251,0.639982,0.858088
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545
837,52378,21982,0.41968,0.0880657,0.83936,15198,3.84766,9.16808
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
112,2633,2115,0.803266,0.322618,1.60653,259,0.676048,0.841624
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
38,599,515,0.859766,0.369599,1.71953,42,0.397841,0.462732
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
465,30022,24506,0.816268,0.333147,1.63254,2758,1.32468,1.62285
6,242,232,0.958678,0.459531,1.91736,5,0.349317,0.364374
685,25342,16272,0.642096,0.206144,1.28419,4535,1.50333,2.34128
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
102,2261,1707,0.754976,0.284994,1.50995,277,0.809567,1.07231
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212
52,1327,1195,0.900528,0.405475,1.80106,66,0.406388,0.451278
245,7657,5683,0.742197,0.275428,1.48439,987,1.03719,1.39746
39,1300,1190,0.915385,0.418964,1.83077,55,0.452836,0.494695
5,45,37,0.822222,0.338025,1.64444,4,0.481128,0.585156
224,5068,3740,0.737964,0.272295,1.47593,664,0.800094,1.08419
444,11325,7315,0.645916,0.208604,1.29183,2005,1.11388,1.7245
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
82,1594,1106,0.693852,0.240715,1.3877,244,0.929077,1.33901
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
410,11899,7269,0.610892,0.186594,1.22178,2315,1.38542,2.26786
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
393,14986,9798,0.65381,0.213734,1.30762,2594,1.58069,2.41766
2,35,33,0.942857,0.44449,1.88571,1,0.321274,0.340745
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
82,1088,844,0.775735,0.300883,1.55147,122,0.489888,0.631515
548,18902,11286,0.59708,0.178252,1.19416,3808,1.62489,2.7214
69,1438,1048,0.72879,0.265567,1.45758,195,0.89488,1.2279
89,1525,1247,0.817705,0.334321,1.63541,139,0.490583,0.599951
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
480,25217,15687,0.62208,0.193492,1.24416,4765,2.25528,3.62538
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
3,37,33,0.891892,0.397736,1.78378,2,0.421999,0.47315
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357
4,136,130,0.955882,0.456856,1.91176,3,0.351005,0.367205
61,1250,1052,0.8416,0.354145,1.6832,99,0.523996,0.622619
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
3,80,76,0.95,0.45125,1.9,2,0.349317,0.367702
116,1762,1484,0.842225,0.354671,1.68445,139,0.369126,0.438275
103,3196,2892,0.904881,0.409405,1.80976,152,0.421066,0.465327
3,36,30,0.833333,0.347222,1.66667,3,0.637673,0.765208
3322,286404,129626,0.452598,0.102423,0.905197,78389,4.32417,9.55411
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
488,16118,11230,0.696737,0.242721,1.39347,2444,1.19035,1.70846
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
38,656,580,0.884146,0.390857,1.76829,38,0.354916,0.401423
313,18866,9644,0.511184,0.130655,1.02237,4611,3.44543,6.74009
698,26081,16439,0.630306,0.198643,1.26061,4821,1.56394,2.48124
