Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
3879,280153,144985,0.517521,0.133914,1.03504,67584,3.19842,6.18027,1,1502,1
84,2889,2577,0.892004,0.397836,1.78401,156,0.536607,0.601575,1,1,1
2713,187435,114821,0.612591,0.187634,1.22518,36307,2.53802,4.14309,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,31,6
290,10660,6290,0.590056,0.174083,1.18011,2185,1.87062,3.17024,1,1,1
49,1586,1484,0.935687,0.437755,1.87137,51,0.325196,0.347548,1,840,2
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,1,1
4,130,124,0.953846,0.454911,1.90769,3,0.35423,0.37137,1,24,30
510,23733,13519,0.569629,0.162238,1.13926,5107,2.28866,4.01781,1,1,1
35,756,680,0.899471,0.404524,1.79894,38,0.377103,0.419249,1,9,36
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,1,1
217,9593,6871,0.716251,0.256508,1.4325,1361,1.57506,2.19903,1,2,1
49,1356,1256,0.926254,0.428973,1.85251,50,0.325741,0.351675,1,26,29
100,1757,1297,0.73819,0.272462,1.47638,230,0.708779,0.960157,1,174,7
77,1497,1125,0.751503,0.282378,1.50301,186,0.760691,1.01223,1,4,1
59,1072,956,0.891791,0.397646,1.78358,58,0.324375,0.363734,1,1999,1
44,564,428,0.758865,0.287938,1.51773,68,0.561565,0.740006,1,138,4
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,12,30
84,1459,1177,0.806717,0.325396,1.61343,141,0.530463,0.657558,1,125,3
51,885,681,0.769492,0.296059,1.53898,102,0.678556,0.881824,1,22,17
4,40,32,0.8,0.32,1.6,4,0.620046,0.775057,1,1,1
61,1018,846,0.831041,0.345315,1.66208,86,0.468668,0.563953,1,20,25
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
41,855,731,0.854971,0.365488,1.70994,62,0.515672,0.603146,1,1,1
29,508,366,0.720472,0.25954,1.44094,71,0.904518,1.25545,1,1,1
108,2255,1705,0.756098,0.285842,1.5122,275,0.759332,1.00428,1,21,25
111,2219,1461,0.658405,0.216748,1.31681,379,1.02034,1.54971,1,1,1
439,13299,9463,0.711557,0.253157,1.42311,1918,1.05945,1.48892,1,1,1
50,1067,939,0.880037,0.387233,1.76007,64,0.422642,0.480254,1,13,34
3,27,23,0.851852,0.362826,1.7037,2,0.460673,0.54079,1,214,2
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382,1,36,21
170,4489,3557,0.792381,0.313934,1.58476,466,0.750545,0.947202,1,37,6
201,4335,3073,0.708881,0.251256,1.41776,631,0.863136,1.2176,1,1,1
49,1612,1516,0.940447,0.44222,1.88089,48,0.305394,0.324733,1,129,5
2,31,29,0.935484,0.437565,1.87097,1,0.332193,0.355103,1,1,1
3,69,65,0.942029,0.443709,1.88406,2,0.361318,0.383553,1,2,1
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382,1,191,3
6,111,101,0.90991,0.413968,1.81982,5,0.406659,0.446922,1,1,1
691,41047,14027,0.34173,0.0583898,0.68346,13510,4.23805,12.4018,1,112,4
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
56,842,638,0.75772,0.28707,1.51544,102,0.622534,0.821589,1,2,1
267,7219,4243,0.587755,0.172728,1.17551,1488,1.44434,2.45738,1,14,48
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895,1,1,1
59,1096,816,0.744526,0.277159,1.48905,140,0.7805,1.04832,1,919,1
166,5631,3879,0.688865,0.237268,1.37773,876,1.40698,2.04246,1,14,20
73,2665,2495,0.93621,0.438245,1.87242,85,0.339881,0.363039,1,1,1
204,5860,4232,0.722184,0.260775,1.44437,814,1.05898,1.46635,1,1,1
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245,1,330,3
42,1777,1693,0.952729,0.453847,1.90546,42,0.307699,0.322966,1,33,25
138,2005,1487,0.741646,0.275019,1.48329,259,0.568329,0.766308,1,599,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,1,1
4,108,102,0.944444,0.445988,1.88889,3,0.368111,0.389765,1,304,2
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205,1,65,3
742,42913,29139,0.679025,0.230537,1.35805,6887,2.00356,2.95064,1,1013,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,1306,1
46,1619,1523,0.940704,0.442462,1.88141,48,0.32512,0.345614,1,747,1
7,156,144,0.923077,0.426036,1.84615,6,0.390338,0.422866,1,616,1
4,52,46,0.884615,0.391272,1.76923,3,0.434965,0.4917,1,57,3
233,6122,4732,0.77295,0.298726,1.5459,695,0.787658,1.01903,1,2,1
36,703,631,0.897582,0.402827,1.79516,36,0.351176,0.391247,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,3,1
151,4150,2872,0.692048,0.239465,1.3841,639,1.1696,1.69005,1,18,20
257,9190,5340,0.581066,0.168819,1.16213,1925,1.88988,3.25243,1,24,26
65,819,691,0.843712,0.355925,1.68742,64,0.337913,0.400508,1,1,1
2,73,71,0.972603,0.472978,1.94521,1,0.26749,0.275024,1,2,1
48,1363,1265,0.9281,0.430685,1.8562,49,0.325644,0.350872,1,25,24
304,9021,5415,0.600266,0.18016,1.20053,1803,1.49949,2.49804,1,16,16
309,15407,7037,0.45674,0.104306,0.913481,4185,3.23412,7.08088,1,152,3
783,33027,20747,0.628183,0.197307,1.25637,6140,1.7353,2.76242,1,1,1
77,1930,1470,0.761658,0.290061,1.52332,230,0.909072,1.19354,1,1,1
3,29,25,0.862069,0.371581,1.72414,2,0.451328,0.523541,1,20,21
157,3683,2613,0.709476,0.251678,1.41895,535,0.955507,1.34678,1,28,35
414,19209,11745,0.611432,0.186925,1.22286,3732,2.10446,3.44185,1,387,4
43,1379,1285,0.931835,0.434158,1.86367,47,0.34811,0.373575,1,5,1
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765,1,1,1
39,724,628,0.867403,0.376194,1.73481,48,0.430288,0.496065,1,2,1
122,2082,1508,0.724304,0.262308,1.44861,287,0.708852,0.978667,1,19,19
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692,1,105,4
4557,281354,117848,0.41886,0.0877219,0.83772,81753,3.29221,7.85993,5,1,1
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,1,1
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634,1,1,1
3,14,10,0.714286,0.255102,1.42857,2,0.566849,0.793589,1,1,1
2039,217599,97023,0.44588,0.0994044,0.89176,60288,5.5394,12.4235,2,1,1
46,1360,1206,0.886765,0.393176,1.77353,77,0.534138,0.602345,1,87,5
2,66,64,0.969697,0.470156,1.93939,1,0.273811,0.282368,1,12,40
2,60,58,0.966667,0.467222,1.93333,1,0.28006,0.289718,1,1,1
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765,1,1,1
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,205,2
2,83,81,0.975904,0.476194,1.95181,1,0.259838,0.266253,1,706,1
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585,1,1,1
190,5291,3653,0.690418,0.238338,1.38084,819,1.15762,1.67669,1,1,1
87,3483,2779,0.797875,0.318303,1.59575,352,1.14226,1.43163,1,1,1
100,2406,1768,0.73483,0.269987,1.46966,319,0.943375,1.2838,1,1,1
4,32,26,0.8125,0.330078,1.625,3,0.493904,0.607882,1,1,1
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,31,23
205,4691,3321,0.707951,0.250598,1.4159,685,0.910144,1.2856,1,1,1
53,1432,1250,0.872905,0.380982,1.74581,91,0.543995,0.6232,1,1,1
19,264,226,0.856061,0.36642,1.71212,19,0.41267,0.482057,1,1,1
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
162,3347,2413,0.720944,0.25988,1.44189,467,0.817842,1.1344,1,1,1
5,33,17,0.515152,0.132691,1.0303,8,1.04474,2.02803,2,18,25
53,1054,842,0.798861,0.31909,1.59772,106,0.661539,0.828103,1,2,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,118,8
2,60,58,0.966667,0.467222,1.93333,1,0.28006,0.289718,1,1,1
162,3074,2108,0.685751,0.235128,1.3715,483,0.85482,1.24655,1,1,1
64,1605,1317,0.820561,0.33666,1.64112,144,0.701865,0.855348,1,94,6
44,777,671,0.863578,0.372883,1.72716,53,0.416657,0.482477,1,2,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,349,2
4,52,44,0.846154,0.357988,1.69231,4,0.579954,0.6854,1,1,1
175,4679,3383,0.723018,0.261377,1.44604,648,1.00889,1.39538,1,774,1
48,1605,1507,0.938941,0.440805,1.87788,49,0.318439,0.339147,1,1,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,37,16
191,4222,2884,0.683089,0.233305,1.36618,669,0.966074,1.41427,1,1,1
431,11885,7823,0.658225,0.21663,1.31645,2031,1.15638,1.75682,1,1,1
3,104,100,0.961538,0.462278,1.92308,2,0.329839,0.343032,1,2,2
27,331,271,0.818731,0.33516,1.63746,30,0.440718,0.538294,1,23,24
10,167,145,0.868263,0.376941,1.73653,11,0.494313,0.569313,1,1,1
4,34,26,0.764706,0.292388,1.52941,4,0.64764,0.846914,1,2,1
1705,122090,49266,0.403522,0.081415,0.807044,36412,4.19842,10.4044,2,377,2
3,16,12,0.75,0.28125,1.5,2,0.541808,0.72241,1,999,1
2,90,88,0.977778,0.478025,1.95556,1,0.255227,0.261027,1,1,1
114,1526,1274,0.834862,0.348498,1.66972,126,0.347148,0.415815,1,383,1
12,123,95,0.772358,0.298268,1.54472,14,0.557301,0.721559,1,2,1029
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,17,26
2,65,63,0.969231,0.469704,1.93846,1,0.274794,0.283518,1,12,31
2,73,71,0.972603,0.472978,1.94521,1,0.26749,0.275024,1,57,2
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346,1,1086,1
46,1449,1355,0.935128,0.437232,1.87026,47,0.323195,0.345616,1,1,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,1,1
52,1645,1543,0.937994,0.439916,1.87599,51,0.304925,0.325082,1,144,5
49,1453,1347,0.927047,0.429709,1.85409,53,0.342011,0.368925,1,134,5
5831,449096,268956,0.598883,0.17933,1.19777,90070,2.73281,4.56317,1,450,1
575,25294,15000,0.593026,0.17584,1.18605,5147,2.03299,3.42816,1,520,2
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059,1,1172,2
41,592,510,0.861486,0.371079,1.72297,41,0.360613,0.418594,1,1133,1
32,432,354,0.819444,0.335745,1.63889,39,0.462263,0.564117,1,132,5
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,378,3
122,1422,396,0.278481,0.0387758,0.556962,513,1.33354,4.78861,1,131,2
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,2,1
160,4052,2670,0.658934,0.217097,1.31787,691,1.19707,1.81667,1,2,1
490,19632,12356,0.629381,0.19806,1.25876,3638,1.72945,2.74785,1,1,1
2,44,42,0.954545,0.455579,1.90909,1,0.302441,0.316843,1,9,1
4,63,57,0.904762,0.409297,1.80952,3,0.415241,0.458951,1,25,24
52,1031,891,0.86421,0.373429,1.72842,70,0.446681,0.516867,1,24,26
49,680,582,0.855882,0.366267,1.71176,49,0.352964,0.412398,1,28,12
1739,110131,48375,0.43925,0.0964701,0.878499,30878,3.52171,8.01757,1,1,1
548,16801,13381,0.796441,0.317159,1.59288,1710,0.738502,0.927253,1,18,39
403,11255,6743,0.599112,0.179467,1.19822,2256,1.38175,2.30634,1,54,4
158,2690,1812,0.673606,0.226872,1.34721,439,0.810073,1.20259,1,35,17
61,878,740,0.842825,0.355177,1.68565,69,0.384223,0.455875,1,23,21
46,1345,1247,0.927138,0.429792,1.85428,49,0.340429,0.367183,1,1,1
122,1041,791,0.759846,0.288683,1.51969,125,0.339508,0.446811,1,1,1
1972,198024,84460,0.426514,0.0909571,0.853028,56782,5.43622,12.7457,2,31,27
10,402,384,0.955224,0.456226,1.91045,9,0.345449,0.361642,1,15,215
922,76422,25482,0.333438,0.0555905,0.666876,25470,5.65707,16.9659,1,8,76
3,93,89,0.956989,0.457914,1.91398,2,0.337873,0.353058,1,19,19
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,1,1
84,2240,1872,0.835714,0.349209,1.67143,184,0.653787,0.78231,1,163,7
3,100,94,0.94,0.4418,1.88,3,0.498922,0.530768,2,1,1
231,7179,4791,0.667363,0.222687,1.33473,1194,1.34042,2.00853,1,1,1
53,1153,1013,0.878578,0.385949,1.75716,70,0.431308,0.490917,1,684,1
7,142,120,0.84507,0.357072,1.69014,11,0.729088,0.862754,1,1,1
57,1862,1750,0.93985,0.441659,1.8797,56,0.300426,0.319653,1,148,4
45,721,629,0.872399,0.38054,1.7448,46,0.357603,0.409908,1,3,3
6,26,10,0.384615,0.0739645,0.769231,8,0.931513,2.42193,1,300,2
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212,1,2,1
44,1485,1387,0.934007,0.436184,1.86801,49,0.351081,0.375887,1,104,4
1000,58321,31619,0.542155,0.146966,1.08431,13351,2.8014,5.16716,1,470,2
3,56,52,0.928571,0.431122,1.85714,2,0.379678,0.408884,1,1,1
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,149,4
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,30,22
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
3,69,65,0.942029,0.443709,1.88406,2,0.361318,0.383553,1,28,22
905,64966,26538,0.408491,0.0834323,0.816981,19214,4.41145,10.7994,1,794,1
45,843,745,0.883749,0.390506,1.7675,49,0.372099,0.421046,1,70,2
592,48346,40868,0.845323,0.357286,1.69065,3739,1.34829,1.595,1,2,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,5694,1
6,79,69,0.873418,0.381429,1.74684,5,0.437884,0.501346,1,1,1
192,5898,4748,0.805019,0.324028,1.61004,575,0.79421,0.986574,1,1,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,160,5
64,1633,1249,0.76485,0.292498,1.5297,192,0.933634,1.22068,1,1,1
50,1941,1837,0.946419,0.447855,1.89284,52,0.316278,0.334183,1,1,1
35,557,445,0.798923,0.319139,1.59785,56,0.582531,0.729146,1,1,1
3,41,37,0.902439,0.407198,1.80488,2,0.410699,0.455099,1,4,122
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
379,16238,13054,0.803917,0.323141,1.60783,1592,0.997618,1.24095,1,179,5
187,4958,3942,0.795079,0.316075,1.59016,508,0.735125,0.924594,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,625,1
587,25200,13330,0.528968,0.139904,1.05794,5935,2.29715,4.34271,1,14,25
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,83,2
164,3998,2846,0.711856,0.253369,1.42371,576,0.975081,1.36977,1,1,1
49,1801,1697,0.942254,0.443922,1.88451,52,0.325953,0.345929,1,34,16
4,53,45,0.849057,0.360449,1.69811,4,0.577236,0.679856,1,1,1
2,3,1,0.333333,0.0555556,0.666667,1,0.830482,2.49145,1,1,1
123,2048,1488,0.726562,0.263947,1.45312,280,0.687421,0.946128,1,110,6
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,2,2
402,17576,9620,0.547337,0.149789,1.09467,3978,2.33113,4.25904,1,592,1
32,1138,1074,0.943761,0.445342,1.88752,32,0.327169,0.346665,1,727,2
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,28,25
510,38711,21007,0.542662,0.147241,1.08532,8852,3.78323,6.97161,1,75,7
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245,1,119,4
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,287,1
514,19446,10816,0.556207,0.154683,1.11241,4315,1.95739,3.51917,1,1,1
188,3262,2306,0.706928,0.249874,1.41386,478,0.723628,1.02362,1,1,1
388,12654,7492,0.592066,0.175271,1.18413,2581,1.62156,2.73882,1,1,1
63,1159,985,0.849871,0.36114,1.69974,87,0.450635,0.53024,1,541,1
73,1320,1028,0.778788,0.303255,1.55758,146,0.64084,0.822869,1,3,2
2,35,33,0.942857,0.44449,1.88571,1,0.321274,0.340745,1,2,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,208,2
45,1066,968,0.908068,0.412293,1.81614,49,0.359587,0.395992,1,225,2
223,5005,3693,0.737862,0.27222,1.47572,656,0.795165,1.07766,1,2,2
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,1,1
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,640,1
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221,1,22,29
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,2,1
154,3966,2530,0.637922,0.203472,1.27584,718,1.29565,2.03104,1,41,12
34,789,721,0.913815,0.417529,1.82763,34,0.34511,0.377658,1,20,27
5,142,134,0.943662,0.445249,1.88732,4,0.371172,0.393331,1,1,1
348,12245,10383,0.847938,0.359499,1.69588,931,0.654425,0.771785,1,918,4
100,2481,2059,0.829907,0.344373,1.65981,211,0.621538,0.748925,1,83,10
2309,215136,76854,0.357234,0.0638082,0.714469,69141,5.61518,15.7185,3,139,4
5,40,28,0.7,0.245,1.4,6,0.744055,1.06294,1,1,1
84,2230,1850,0.829596,0.344115,1.65919,190,0.675498,0.814249,1,1,3294
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
284,7588,5122,0.675013,0.227821,1.35003,1233,1.1189,1.6576,1,3,3
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,2,3
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,23,25
5,38,30,0.789474,0.311634,1.57895,4,0.502808,0.63689,1,1,1
48,1220,1116,0.914754,0.418388,1.82951,52,0.350966,0.383673,1,1,1
3,48,44,0.916667,0.420139,1.83333,2,0.394432,0.430289,1,2184,1
78,1495,1315,0.879599,0.386847,1.7592,90,0.363424,0.41317,1,18,22
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,6000,1
3,40,36,0.9,0.405,1.8,2,0.413364,0.459293,1,35,27
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
48,1044,916,0.877395,0.384911,1.75479,64,0.44163,0.503343,1,1,1
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,175,2
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,1,1
3,103,99,0.961165,0.461919,1.92233,2,0.330518,0.343873,1,1,1
101,1189,703,0.591253,0.17479,1.18251,243,0.782281,1.32309,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,191,5
322,6863,4867,0.709165,0.251458,1.41833,998,0.80785,1.13916,1,1,1
352,10928,7288,0.666911,0.222385,1.33382,1820,1.28027,1.9197,1,26,28
56,1728,1588,0.918981,0.422263,1.83796,70,0.386065,0.420101,1,111,7
2,44,42,0.954545,0.455579,1.90909,1,0.302441,0.316843,1,1,1
19,629,427,0.678855,0.230422,1.35771,101,1.89894,2.79727,5,457,2
257,7527,5399,0.717284,0.257248,1.43457,1064,1.06794,1.48887,1,237,3
3,16,12,0.75,0.28125,1.5,2,0.541808,0.72241,1,4,1
2,84,82,0.97619,0.476474,1.95238,1,0.259145,0.265466,1,1,1
57,836,696,0.832536,0.346558,1.66507,70,0.42018,0.504699,1,1,1
1607,117868,44820,0.380256,0.0722973,0.760512,36524,4.48162,11.7858,2,4,3
57,1131,973,0.860301,0.370059,1.7206,79,0.453842,0.527539,1,1,1
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357,1,1,1
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091,1,24,38
70,1448,1194,0.824586,0.339971,1.64917,127,0.573947,0.696043,1,1432,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,2549,1
2,42,40,0.952381,0.453515,1.90476,1,0.306097,0.321402,1,1,1
52,1125,995,0.884444,0.391121,1.76889,65,0.409629,0.463149,1,111,8
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904,1,1,1
2361,121146,50990,0.420897,0.0885772,0.841794,35078,2.92275,6.9441,1,1305,1
78,1670,1316,0.788024,0.310491,1.57605,177,0.704079,0.893474,1,17,55
460,12006,7858,0.654506,0.214189,1.30901,2074,1.10523,1.68864,1,9568,1
555,21338,11914,0.558347,0.155875,1.11669,4712,1.96113,3.5124,1,5,506
4,147,141,0.959184,0.460017,1.91837,3,0.34558,0.360286,1,61,9
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706,1,2,1
1741,207374,43428,0.209419,0.0219281,0.418837,81973,8.85575,42.2873,2,353,2
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,318,2
11,181,159,0.878453,0.38584,1.75691,11,0.442464,0.503685,1,232,2
56,1338,1198,0.895366,0.40084,1.79073,70,0.399772,0.44649,1,3,655
112,1703,1127,0.661773,0.218972,1.32355,288,0.795746,1.20244,1,125,3
248,7465,4209,0.563831,0.158953,1.12766,1628,1.6949,3.00605,1,20,35
47,978,862,0.881391,0.388425,1.76278,58,0.412615,0.468141,1,2,1
314,16945,14655,0.864857,0.373989,1.72971,1145,0.862246,0.996981,1,162,3
613,32840,16972,0.516809,0.133546,1.03362,7934,2.86575,5.54508,1,2,2
3,70,66,0.942857,0.44449,1.88571,2,0.360115,0.381941,1,2,2
2,61,59,0.967213,0.467751,1.93443,1,0.278957,0.288413,1,952,1
47,698,602,0.862464,0.371922,1.72493,48,0.359038,0.416294,1,1,1
106,1518,1004,0.661397,0.218723,1.32279,257,0.762057,1.15219,1,4,1
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,48,12
53,1536,1416,0.921875,0.424927,1.84375,60,0.355253,0.385359,1,2,1
3,29,25,0.862069,0.371581,1.72414,2,0.451328,0.523541,1,254,2
48,795,699,0.879245,0.386536,1.75849,48,0.344719,0.392062,1,39,27
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904,1,20,48
144,3514,2102,0.598179,0.178909,1.19636,706,1.38265,2.31143,1,1,1
901,38454,22020,0.572632,0.163954,1.14526,8217,1.98909,3.47358,1,1,1
1719,138966,55406,0.398702,0.0794816,0.797404,41780,4.72589,11.8532,2,67,7
578,29180,20582,0.705346,0.248757,1.41069,4299,1.66574,2.3616,1,923,1
147,3659,2645,0.722875,0.261274,1.44575,507,0.967868,1.33891,1,54,6
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,1,1
3,52,48,0.923077,0.426036,1.84615,2,0.386636,0.418855,1,1,1
2,53,51,0.962264,0.462976,1.92453,1,0.288618,0.299936,1,1,1
1191,75978,43914,0.577983,0.167032,1.15597,16032,2.758,4.77177,1,130,4
411,13821,8825,0.638521,0.203855,1.27704,2498,1.46788,2.29887,1,114,3
271,7691,5801,0.754258,0.284453,1.50852,945,0.897336,1.18969,1,25,14
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,1,1
284,12942,9258,0.715345,0.25586,1.43069,1842,1.5773,2.20495,1,1,1
3,40,36,0.9,0.405,1.8,2,0.413364,0.459293,1,12,41
190,5608,4128,0.736091,0.270915,1.47218,740,1.03891,1.41138,1,3,74
355,15839,10807,0.682303,0.232769,1.36461,2516,1.68756,2.47332,1,2,1280
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
223,5258,4408,0.838342,0.351408,1.67668,425,0.512195,0.610963,1,2,2
3,33,27,0.818182,0.334711,1.63636,3,0.652964,0.798067,2,136,2
47,1485,1319,0.888215,0.394463,1.77643,83,0.55673,0.626796,1,1,1
57,541,407,0.752311,0.282986,1.50462,67,0.429934,0.571484,1,31,18
207,5654,4472,0.790944,0.312797,1.58189,591,0.760859,0.961963,1,1,1
106,1998,1628,0.814815,0.331962,1.62963,185,0.528743,0.648912,1,1,1
368,17653,10733,0.607999,0.184831,1.216,3460,2.21392,3.64133,1,1,1
738,25641,12261,0.478179,0.114328,0.956359,6690,2.05605,4.29975,1,175,4
3,16,12,0.75,0.28125,1.5,2,0.541808,0.72241,1,268,2
92,2365,1675,0.708245,0.250806,1.41649,345,1.11144,1.56928,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
112,2372,2080,0.876897,0.384474,1.75379,146,0.386209,0.440427,1,7,101
29,179,107,0.597765,0.178662,1.19553,36,0.550434,0.92082,1,1,1
58,1853,1713,0.924447,0.427301,1.84889,70,0.369295,0.399477,1,442,2
58,1118,928,0.830054,0.344495,1.66011,95,0.537233,0.647226,1,1,1
177,5072,3712,0.731861,0.26781,1.46372,680,1.03685,1.41673,1,7,14
2,86,84,0.976744,0.477015,1.95349,1,0.257796,0.263934,1,135,2
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1,1
169,1798,470,0.261402,0.0341654,0.522803,664,1.20705,4.61762,1,2,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,2,1
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,2,147
49,1286,1186,0.92224,0.425263,1.84448,50,0.32815,0.355819,1,1,1
3,8,4,0.5,0.125,1.0,2,0.698634,1.39727,1,16,20
158,3720,2712,0.729032,0.265744,1.45806,504,0.893357,1.2254,1,1,1
185,4027,3155,0.783462,0.306906,1.56692,436,0.65373,0.834413,1,2,2
2,50,48,0.96,0.4608,1.92,1,0.292814,0.305014,1,714,1
6,68,58,0.852941,0.363754,1.70588,5,0.453182,0.531317,1,8,84
54,816,698,0.855392,0.365848,1.71078,59,0.375175,0.4386,1,2,1016
44,1352,1264,0.934911,0.43703,1.86982,44,0.319356,0.34159,1,86,5
59,961,801,0.833507,0.347367,1.66701,80,0.454527,0.545318,1,1,1
334,17600,15584,0.885455,0.392015,1.77091,1008,0.710856,0.802814,1,1,2966
59,1349,1143,0.847294,0.358954,1.69459,103,0.557692,0.658204,1,230,3
3,105,101,0.961905,0.46263,1.92381,2,0.329168,0.342205,1,1,1
3,8,2,0.25,0.03125,0.5,3,1.04795,4.19181,2,1,1
409,11859,7309,0.616325,0.189928,1.23265,2275,1.3653,2.21523,1,1,1
7,71,59,0.830986,0.345269,1.66197,6,0.461491,0.555354,1,189,2
63,586,428,0.730375,0.266724,1.46075,79,0.452919,0.620118,1,1,1
